,Unnamed: 0,тема,текст
1153,1153,фен аккумуляторный,"  
'Здравствуйте, нужен портативный фен для монтажа пленочного теплого пола — есть такой в прокате?'"
1154,1154,фен аккумуляторный,"  
'Можно ли у вас арендовать аккумуляторный фен для сушки дерева после пропитки?'"
1155,1155,фен аккумуляторный,"  
'Сколько стоит взять фен на батарейках на 3 часа? Нужно подправить поклеенные обои.'"
1156,1156,фен аккумуляторный,"  
'Добрый день! Есть ли у вас в наличии беспроводной фен для ремонта автомобильной обшивки?'."
1157,1157,дрель для алмазного бурения,"'Здравствуйте, нужна установка для алмазного бурения, чтобы сделать отверстие под трубу в бетоне'"
1158,1158,дрель для алмазного бурения,"  
'Добрый день, сколько стоит аренда дрели для алмазного бурения на день?'"
1159,1159,дрель для алмазного бурения,"  
'Привет, есть ли у вас в прокате инструмент для бурения бетона алмазной коронкой?'"
1160,1160,дрель для алмазного бурения,"  
'Здравствуйте, ищу аппарат для алмазного бурения, нужно просверлить стену под коммуникации'"
1161,1161,дрель для алмазного бурения,"  
'Добрый вечер, подскажите, можно ли у вас взять в аренду установку для бурения на пару часов?'"
1162,1162,дрель для алмазного бурения,"  
'Нужна дрель с алмазной коронкой, чтобы сделать отверстия в плитах перекрытия'"
1163,1163,дрель для алмазного бурения,"  
'Здравствуйте, сколько будет стоить аренда алмазного бурения на выходные?'"
1164,1164,дрель для алмазного бурения,"  
'Добрый день, есть ли у вас оборудование для бурения отверстий в железобетоне?'"
1165,1165,дрель для алмазного бурения,"  
'Привет, нужен инструмент для алмазного бурения, чтобы проделать дыру под вентиляцию'"
1166,1166,дрель для алмазного бурения,"  
'Здравствуйте, интересует прокат установки для алмазного бурения на сутки, какая стоимость?'"
1167,1167,лампа Лосева,"'Здравствуйте, нужна лампа Лосева для экспериментов, есть у вас в прокате?'"
1168,1168,лампа Лосева,"  
'Добрый день, сколько стоит аренда лампы Лосева на неделю?'"
1169,1169,лампа Лосева,"  
'Привет, ищу лампу для опытов, слышал про Лосева, есть у вас?'"
1170,1170,лампа Лосева,"  
'Здравствуйте, можно взять в аренду лампу для научных экспериментов?'"
1171,1171,лампа Лосева,"  
'Добрый вечер, интересует прокат лампы Лосева на пару дней'"
1172,1172,лампа Лосева,"  
'Есть ли у вас в аренде лампа для радиолюбительских целей?'"
1173,1173,лампа Лосева,"  
'Здравствуйте, сколько стоит снять лампу Лосева на сутки?'"
1174,1174,лампа Лосева,"  
'Нужен прибор для экспериментов, подойдет лампа Лосева?'"
1175,1175,лампа Лосева,"  
'Добрый день, есть ли у вас лампа Лосева и какая стоимость аренды?'"
1176,1176,лампа Лосева,"  
'Здравствуйте, хочу взять лампу для исследований, что у вас есть?'"
1177,1177,пушка тепловая,"'Привет, нужна тепловая пушка на пару дней для просушки гаража после потопа'"
1178,1178,пушка тепловая,"  
'Здравствуйте, сколько стоит аренда тепловой пушки на неделю для прогрева дачи?'"
1179,1179,пушка тепловая,"  
'Добрый день, ищу мощную тепловую пушку для обогрева склада, что у вас есть?'"
1180,1180,пушка тепловая,"  
'Привет, есть ли у вас в прокате газовая тепловая пушка для стройки?'"
1181,1181,пушка тепловая,"  
'Здравствуйте, нужно прогреть помещение перед штукатуркой, что посоветуете?'"
1182,1182,пушка тепловая,"  
'Добрый вечер, интересует тепловая пушка на сутки для сушки стен после ремонта'"
1183,1183,пушка тепловая,"  
'Привет, сколько стоит взять тепловую пушку на выходные для обогрева гаража?'"
1184,1184,пушка тепловая,"  
'Здравствуйте, нужен мощный обогреватель для прогрева бетона зимой, что у вас есть?'"
1185,1185,пушка тепловая,"  
'Добрый день, есть ли у вас электрическая тепловая пушка в аренду?'"
1186,1186,пушка тепловая,"  
'Привет, ищу тепловую пушку для просушки подвала после затопления, какие варианты?'"
1187,1187,пушка дизельная,"'Здравствуйте, нужна дизельная тепловая пушка для обогрева гаража на пару дней'"
1188,1188,пушка дизельная," 'Добрый день, подскажите, есть ли у вас в аренду тепловая пушка на солярке?'"
1189,1189,пушка дизельная," 'Привет, нужно прогреть помещение после штукатурки, есть ли пушка дизельная?'"
1190,1190,пушка дизельная," 'Здравствуйте, сколько стоит аренда тепловой пушки на дизеле на сутки?'"
1191,1191,пушка дизельная," 'Добрый вечер, нужна тепловая пушка для обогрева склада, есть в наличии?'"
1192,1192,пушка дизельная," 'Здравствуйте, интересует аренда дизельной тепловой пушки на выходные'"
1193,1193,пушка дизельная," 'Привет, есть ли у вас тепловая пушка на солярке для прогрева бетона?'"
1194,1194,пушка дизельная," 'Здравствуйте, подскажите стоимость аренды дизельной тепловой пушки на день'"
1195,1195,пушка дизельная," 'Добрый день, нужна тепловая пушка для обогрева строительной площадки, есть варианты?'"
1196,1196,пушка дизельная," 'Здравствуйте, интересует аренда тепловой пушки на дизеле для прогрева теплицы'"
1197,1197,бензобур,"'Привет, нужен бензобур для установки столбов забора на даче, сколько стоит аренда на день'"
1198,1198,бензобур,"  
'Здравствуйте, есть ли у вас в прокате ямобур для земляных работ'"
1199,1199,бензобур,"  
'Добрый день, подскажите стоимость аренды бурилки на выходные'"
1200,1200,бензобур,"  
'Нужен инструмент для бурения ям под сваи, что посоветуете'"
1201,1201,бензобур,"  
'Здравствуйте, сколько стоит взять бензиновый ямобур на сутки'"
1202,1202,бензобур,"  
'Добрый вечер, ищу бурильщик для посадки деревьев, есть в наличии'"
1203,1203,бензобур,"  
'Можно ли у вас арендовать бензобур для фундамента на пару дней'"
1204,1204,бензобур,"  
'Привет, нужна бурилка для столбов, какие условия аренды'"
1205,1205,бензобур,"  
'Здравствуйте, интересует прокат ямобура на сегодня, есть свободные'"
1206,1206,бензобур,"  
'Добрый день, сколько стоит взять бензобур на 3 часа для мелких работ'"
1207,1207,станок распиловочный,"'Добрый день, нужен станок для распила досок на дачу, сколько стоит аренда на сутки'"
1208,1208,станок распиловочный,"  
'Здравствуйте, есть ли у вас в прокате циркулярная пила для работ по дереву'"
1209,1209,станок распиловочный,"  
'Привет, ищу оборудование для продольного распила бруса, что у вас есть в наличии'"
1210,1210,станок распиловочный,"  
'Добрый вечер, подскажите стоимость аренды торцовочной пилы на выходные'"
1211,1211,станок распиловочный,"  
'Здравствуйте, нужно распилить ламинат, есть ли у вас подходящий станок'"
1212,1212,станок распиловочный,"  
'Добрый день, интересует аренда пилы для резки ДСП, какие условия'"
1213,1213,станок распиловочный,"  
'Привет, есть ли у вас в прокате мини-пилорама или аналог для распиловки досок'"
1214,1214,станок распиловочный,"  
'Здравствуйте, сколько стоит взять на день станок для поперечного распила бруса'"
1215,1215,станок распиловочный,"  
'Добрый день, нужен инструмент для распиловки фанеры, что посоветуете'"
1216,1216,станок распиловочный,"  
'Привет, ищу в аренду дисковую пилу для ремонта, есть у вас такое'"
1217,1217,нейлер пневматический,"'Здравствуйте, нужен гвоздезабивной пистолет для обшивки стен вагонкой, есть в наличии?'"
1218,1218,нейлер пневматический," 'Добрый день, интересует аренда пневматического нейлера на выходные, сколько стоит?'"
1219,1219,нейлер пневматический," 'Привет, есть ли у вас инструмент для быстрого крепления плинтусов?'"
1220,1220,нейлер пневматический," 'Здравствуйте, планирую обшивать потолок, нужен гвоздезабиватель, какие условия аренды?'"
1221,1221,нейлер пневматический," 'Добрый вечер, ищу пневмоинструмент для монтажа каркаса под гипсокартон, что можете предложить?'"
1222,1222,нейлер пневматический," 'Здравствуйте, сколько стоит взять в аренду гвоздезабивной пистолет на день?'"
1223,1223,нейлер пневматический," 'Привет, нужен инструмент для крепления деревянных панелей, есть что-то подходящее?'"
1224,1224,нейлер пневматический," 'Добрый день, интересует аренда пневматического нейлера для работы с фасадом, какие варианты?'"
1225,1225,нейлер пневматический," 'Здравствуйте, планирую ремонт, нужен гвоздезабиватель для монтажа обрешетки, есть в наличии?'"
1226,1226,нейлер пневматический," 'Привет, ищу пневмоинструмент для работы с деревянными конструкциями, что у вас есть?'"
1227,1227,подъемник ГКЛ,"'Привет, нужен подъемник ГКЛ для монтажа потолков на даче, есть у вас в наличии?'"
1228,1228,подъемник ГКЛ,"  
'Добрый день, сколько стоит аренда подъемника для гипсокартона на неделю?'"
1229,1229,подъемник ГКЛ,"  
'Здравствуйте, ищу подъемник для ГКЛ, чтобы поднять листы на второй этаж, какие у вас варианты?'"
1230,1230,подъемник ГКЛ,"  
'Есть ли у вас в прокате подъемник для гипсокартона? Нужно смонтировать потолок в зале.'"
1231,1231,подъемник ГКЛ,"  
'Сколько стоит взять подъемник ГКЛ на сутки? Нужно занести листы в квартиру.'"
1232,1232,подъемник ГКЛ,"  
'Добрый вечер, нужен подъемник для гипсокартона, чтобы поднять листы на балкон. Есть у вас такое?'"
1233,1233,подъемник ГКЛ,"  
'Здравствуйте, интересует аренда подъемника для ГКЛ на два дня, какая стоимость?'"
1234,1234,подъемник ГКЛ,"  
'Подскажите, есть ли у вас подъемник для гипсокартона? Нужно смонтировать перегородки в офисе.'"
1235,1235,подъемник ГКЛ,"  
'Добрый день, сколько стоит аренда подъемника ГКЛ на выходные? Нужно поднять листы на мансарду.'"
1236,1236,подъемник ГКЛ,"  
'Привет, ищу подъемник для гипсокартона, чтобы занести листы в квартиру без лифта. Есть у вас?'"
1237,1237,воздуходувка,"'Привет, нужна воздуходувка для уборки листьев на даче, сколько стоит взять на выходные'"
1238,1238,воздуходувка,"  
'Здравствуйте, есть ли у вас в аренду садовая воздуходувка, нужно на пару часов'"
1239,1239,воздуходувка,"  
'Добрый день, подскажите стоимость проката воздуходувки для чистки двора после стройки'"
1240,1240,воздуходувка,"  
'Нужен аппарат для уборки опавших листьев, есть в наличии'"
1241,1241,воздуходувка,"  
'Здравствуйте, сколько стоит взять воздуходувку на сутки, нужно убрать участок'"
1242,1242,воздуходувка,"  
'Добрый вечер, ищу технику для выдува мусора из щелей после ремонта, что посоветуете'"
1243,1243,воздуходувка,"  
'Есть ли у вас мощная воздуходувка, нужно продуть систему вентиляции'"
1244,1244,воздуходувка,"  
'Сколько стоит аренда садового пылесоса на день, нужно убрать газон'"
1245,1245,воздуходувка,"  
'Здравствуйте, нужен инструмент для уборки опилок после работы с деревом, что есть'"
1246,1246,воздуходувка,"  
'Добрый день, интересует прокат воздуходувки для чистки крыши от листьев, какие условия'"
1248,1248,удлинитель электричексий,"'Добрый день, нужен удлинитель на 30 метров для стройки, есть в наличии?'"
1249,1249,удлинитель электричексий,"  
'Здравствуйте, подскажите стоимость аренды электрического удлинителя на выходные'"
1250,1250,удлинитель электричексий,"  
'Привет, ищу удлинитель с заземлением для подключения инструмента на даче'"
1251,1251,удлинитель электричексий,"  
'Добрый вечер, можно взять в прокат удлинитель на 50 метров для сварочных работ?'"
1252,1252,удлинитель электричексий,"  
'Здравствуйте, нужен мощный удлинитель для подключения бетономешалки, какие варианты есть?'"
1253,1253,удлинитель электричексий,"  
'Есть ли у вас удлинители с защитой от влаги для работы на улице?'"
1254,1254,удлинитель электричексий,"  
'Добрый день, сколько стоит аренда удлинителя на сутки, нужен для ремонта в квартире?'"
1255,1255,удлинитель электричексий,"  
'Здравствуйте, ищу удлинитель с несколькими розетками для одновременного подключения инструментов'"
1256,1256,удлинитель электричексий,"  
'Можно ли взять удлинитель в аренду сегодня на пару часов? Нужен для подключения дрели'"
1257,1257,удлинитель электричексий,"  
'Добрый вечер, подскажите, есть ли у вас удлинители с катушкой для удобного хранения?'"
1258,1258,пушка электрическая,"'Добрый день! Нужна пушка электрическая, чтобы прогреть гараж перед работой. Сколько стоит аренда на день?'"
1259,1259,пушка электрическая,"  
'Здравствуйте, есть ли у вас тепловая пушка? Нужно просушить стены после штукатурки'"
1260,1260,пушка электрическая,"  
'Привет, срочно нужна электропушка на пару часов — залили соседи, надо сушить потолок'"
1261,1261,пушка электрическая,"  
'Добрый вечер! Подскажите, можно ли взять у вас тепловую пушку на выходные? Дача промерзла'"
1262,1262,пушка электрическая,"  
'Здравствуйте, сколько стоит аренда электрической пушки на сутки? Нужно прогреть помещение перед поклейкой обоев'"
1263,1263,пушка электрическая,"  
'Есть ли у вас в наличии тепловая пушка? Нужно просушить подвал после затопления'"
1264,1264,пушка электрическая,"  
'Добрый день! Хочу взять электропушку на день — в квартире холодно, пока не дали отопление'"
1265,1265,пушка электрическая,"  
'Здравствуйте, нужна тепловая пушка для сушки стяжки. Какие условия аренды?'"
1266,1266,пушка электрическая,"  
'Привет, есть ли у вас электрическая пушка? Надо прогреть балкон перед утеплением'"
1267,1267,пушка электрическая,"  
'Добрый день! Сколько стоит взять тепловую пушку на неделю? Дачу надо протапливать во время ремонта'"
1268,1268,перфоратор аккумуляторный,"'Привет, нужен аккумуляторный перфоратор для монтажа гипсокартона на даче, есть в наличии?'"
1269,1269,перфоратор аккумуляторный,"  
'Добрый день, сколько стоит взять бурильник на батарейке на выходные?'"
1270,1270,перфоратор аккумуляторный,"  
'Здравствуйте, ищу перф без провода для работ на высоте, какие у вас варианты?'"
1271,1271,перфоратор аккумуляторный,"  
'Привет, есть ли в прокате аккумуляторный перфоратор с буром на 20 мм?'"
1272,1272,перфоратор аккумуляторный,"  
'Добрый вечер, нужен перф на аккумуляторе для демонтажа плитки в ванной, какие условия?'"
1273,1273,перфоратор аккумуляторный,"  
'Здравствуйте, сколько стоит аренда бесшнурового бурильника на сутки?'"
1274,1274,перфоратор аккумуляторный,"  
'Привет, есть ли у вас перф без провода для сверления кирпича, и сколько это стоит?'"
1275,1275,перфоратор аккумуляторный,"  
'Добрый день, нужен аккумуляторный перфоратор для монтажа забора, есть в наличии?'"
1276,1276,перфоратор аккумуляторный,"  
'Здравствуйте, сколько стоит взять перф на батарейке на два дня, и какой залог?'"
1277,1277,перфоратор аккумуляторный,"  
'Привет, ищу бесшнуровой бурильник для ремонта балкона, какие у вас есть модели?'"
1278,1278,лестница-трансформер,'Добрый день! Нужна лестница-трансформер для покраски потолка в квартире. Есть в наличии?'
1279,1279,лестница-трансформер,"  
'Здравствуйте, сколько стоит аренда трансформера на выходные? Нужно поменять лампочки в зале'"
1280,1280,лестница-трансформер,"  
'Привет, есть ли у вас стремянка, которая раскладывается в лестницу? Хочу поклеить обои'"
1281,1281,лестница-трансформер,"  
'Добрый вечер! Ищу лестницу-трансформер для ремонта фасада дачного дома. На сколько дней можно взять?'"
1282,1282,лестница-трансформер,"  
'Здравствуйте, нужна высокая лестница для монтажа кондиционера. Есть трансформер в аренду?'"
1283,1283,лестница-трансформер,"  
'Добрый день! Сколько стоит взять лестницу на сутки? Нужно подрезать ветки у дерева'"
1284,1284,лестница-трансформер,"  
'Здравствуйте, есть ли у вас трансформер для работы на высоте? Нужно почистить крышу от снега'"
1285,1285,лестница-трансформер,"  
'Привет, нужна лестница-трансформер для сборки мебели. Какие у вас условия аренды?'"
1286,1286,лестница-трансформер,"  
'Добрый день! Ищу стремянку с возможностью трансформации для ремонта потолка. Есть в наличии?'"
1287,1287,лестница-трансформер,"  
'Здравствуйте, сколько стоит аренда лестницы на неделю? Нужно штукатурить стены в коридоре'"
1288,1288,мотопомпа,"'Здравствуйте, нужно откачать воду из подвала, есть ли у вас помпа в аренду?'"
1289,1289,мотопомпа," 'Добрый день, сколько будет стоить аренда бензопомпы на сутки?'"
1290,1290,мотопомпа," 'Привет, нужна мотопомпа для грязной воды, какие у вас условия?'"
1291,1291,мотопомпа," 'Здравствуйте, планирую осушить пруд на даче, можно арендовать у вас помпу?'"
1292,1292,мотопомпа," 'Добрый вечер, ищу мото-помпу для откачки воды из котлована, есть такая?'"
1293,1293,мотопомпа," 'Здравствуйте, сколько стоит аренда помпы для грязной воды на выходные?'"
1294,1294,мотопомпа," 'Привет, нужно откачать воду из бассейна, есть ли у вас подходящая помпа?'"
1295,1295,мотопомпа," 'Здравствуйте, интересует аренда мотопомпы для грязной воды на день'"
1296,1296,мотопомпа," 'Добрый день, нужна бензопомпа для откачки воды из траншеи, есть в наличии?'"
1297,1297,мотопомпа," 'Здравствуйте, планирую осушить канаву, можно арендовать помпу на пару дней?'"
1298,1298,культиватор,"'Добрый день, нужен культиватор для дачи на выходные, сколько стоит аренда?'"
1299,1299,культиватор,"  
'Здравствуйте, у вас есть мотоблок в аренду? Нужно вспахать огород'"
1300,1300,культиватор,"  
'Привет, ищу бензокультиватор на пару дней, какие у вас условия?'"
1301,1301,культиватор,"  
'Добрый вечер, подскажите, есть ли у вас в прокате культиватор для обработки небольшого участка?'"
1302,1302,культиватор,"  
'Здравствуйте, сколько стоит взять мотоблок на сутки? Нужно подготовить землю под посадку'"
1303,1303,культиватор,"  
'Добрый день, интересует аренда культиватора на 3 дня, какие модели у вас есть?'"
1304,1304,культиватор,"  
'Привет, нужен бензоблок для вспашки дачного участка, подскажите стоимость'"
1305,1305,культиватор,"  
'Здравствуйте, можно ли сегодня арендовать культиватор? Нужно обработать пару соток'"
1306,1306,культиватор,"  
'Добрый день, есть ли у вас мотокультиватор в наличии? Хочу взять на выходные'"
1307,1307,культиватор,"  
'Здравствуйте, подскажите стоимость аренды культиватора на день, нужно разрыхлить землю под газон'"
1308,1308,шнек для бензобура,"'Добрый день, нужен шнек для бензобура на выходные, сколько стоит аренда?'"
1309,1309,шнек для бензобура,"  
'Здравствуйте, ищу ямобур с шнеком для столбов забора, есть у вас?'"
1310,1310,шнек для бензобура,"  
'Привет, можно взять в аренду бурилку со шнеком на пару часов?'"
1311,1311,шнек для бензобура,"  
'Добрый вечер, нужен бензобур с шнеком для посадки деревьев, какие условия?'"
1312,1312,шнек для бензобура,"  
'Здравствуйте, сколько стоит аренда шнека для бензобура на сутки?'"
1313,1313,шнек для бензобура,"  
'Есть ли у вас в прокате шнек для бурилки под фундамент?'"
1314,1314,шнек для бензобура,"  
'Добрый день, хочу взять ямобур со шнеком на день, какая стоимость?'"
1315,1315,шнек для бензобура,"  
'Здравствуйте, нужен шнек для бензобура, чтобы пробурить скважину под воду'"
1316,1316,шнек для бензобура,"  
'Привет, есть ли шнек для бурилки в аренду на сегодня?'"
1317,1317,шнек для бензобура,"  
'Добрый день, подскажите, можно ли арендовать шнек для бензобура на неделю?'"
1318,1318,рохля,"'Привет, нужна рохля на пару дней, чтобы мебель передвигать в квартире'"
1319,1319,рохля,"  
'Здравствуйте, есть ли у вас в аренде тележка для перевозки стройматериалов?'"
1320,1320,рохля,"  
'Добрый день, сколько стоит взять рохлю на сутки для склада?'"
1321,1321,рохля,"  
'Нужна гидравлическая тележка, чтобы плитку разгрузить со двора'"
1322,1322,рохля,"  
'Привет, есть ли у вас рохля с большой грузоподъемностью?'"
1323,1323,рохля,"  
'Здравствуйте, интересует прокат тележки для перевозки мешков с цементом'"
1324,1324,рохля,"  
'Добрый день, подскажите стоимость аренды рохли на неделю'"
1325,1325,рохля,"  
'Нужна тележка для перевозки кирпича, есть в наличии?'"
1326,1326,рохля,"  
'Сколько стоит взять гидравлическую тележку на пару часов?'"
1327,1327,рохля,"  
'Здравствуйте, есть ли у вас рохля с широкими колесами для неровного пола?'"
1328,1328,вибратор,"'Здравствуйте, нужен глубинный вибратор для заливки фундамента на пару дней, сколько стоит аренда'"
1329,1329,вибратор,"  
'Добрый день, подскажите, есть ли у вас в прокате вибратор для бетона, нужно уплотнить стяжку'"
1330,1330,вибратор,"  
'Привет, ищу вибратор для раствора, чтобы пузыри убрать при заливке пола'"
1331,1331,вибратор,"  
'Здравствуйте, сколько стоит взять на выходные вибратор, чтобы фундамент утрамбовать'"
1332,1332,вибратор,"  
'Добрый вечер, нужен строительный вибратор, чтобы столбы бетонировать, есть в наличии'"
1333,1333,вибратор,"  
'Привет, есть ли у вас в аренде глубинный вибратор, нужно на день для работ по фундаменту'"
1334,1334,вибратор,"  
'Здравствуйте, интересует прокат вибратора для бетона, сколько стоит на сутки'"
1335,1335,вибратор,"  
'Добрый день, подскажите, можно ли сегодня арендовать вибратор, нужно залить плиту'"
1336,1336,вибратор,"  
'Привет, ищу вибратор для уплотнения бетона, какие у вас условия аренды'"
1337,1337,вибратор,"  
'Здравствуйте, нужен вибратор на пару часов, чтобы раствор в опалубке утрамбовать'"
1339,1339,пила дисковая,"'Добрый день! Нужна дисковая пила для распила досок на даче, есть у вас в аренду?'"
1340,1340,пила дисковая,"  
'Здравствуйте, сколько стоит взять аккумуляторную дисковую пилу на выходные?'"
1341,1341,пила дисковая,"  
'Привет, ищу пилу дисковую на батарейках для резки ламината, есть такая?'"
1342,1342,пила дисковая,"  
'Добрый вечер! Можно ли арендовать у вас дисковую пилу с аккумулятором на пару часов?'"
1343,1343,пила дисковая,"  
'Здравствуйте, нужна дисковая пила для распиловки бруса, какие условия аренды?'"
1344,1344,пила дисковая,"  
'Добрый день! Есть ли у вас в прокате аккумуляторная дисковая пила для мелких работ по дереву?'"
1345,1345,пила дисковая,"  
'Здравствуйте, сколько будет стоить аренда дисковки на сутки? Нужно подрезать дверную коробку'"
1346,1346,пила дисковая,"  
'Привет, есть ли у вас пила дисковая без провода? Хочу взять на день для работы на стройке'"
1347,1347,пила дисковая,"  
'Добрый день! Интересует аренда дискового резака по дереву на аккумуляторе, подскажите стоимость'"
1348,1348,пила дисковая,"  
'Здравствуйте, нужна дисковая пила для распила фанеры, есть у вас в наличии?'"
1349,1349,установка алмазного бурения,"'Здравствуйте, нужна установка для алмазного бурения на пару дней, сколько будет стоить?'"
1350,1350,установка алмазного бурения," 'Добрый день, подскажите, есть ли у вас оборудование для алмазного бурения в аренду?'"
1351,1351,установка алмазного бурения," 'Здравствуйте, планирую делать отверстия в бетоне, нужна установка для бурения, какие условия аренды?'"
1352,1352,установка алмазного бурения," 'Добрый вечер, интересует аренда оборудования для алмазного бурения на неделю, сколько это будет стоить?'"
1353,1353,установка алмазного бурения," 'Здравствуйте, нужна установка для бурения отверстий в стене, подскажите стоимость аренды на сутки'"
1354,1354,установка алмазного бурения," 'Добрый день, есть ли у вас в наличии оборудование для алмазного бурения и сколько стоит аренда?'"
1355,1355,установка алмазного бурения," 'Здравствуйте, планирую делать отверстия в фундаменте, нужна установка для алмазного бурения, какие условия?'"
1356,1356,установка алмазного бурения," 'Добрый вечер, интересует аренда оборудования для бурения отверстий в бетоне, подскажите стоимость'"
1357,1357,установка алмазного бурения," 'Здравствуйте, нужна установка для алмазного бурения на пару часов, сколько будет стоить?'"
1358,1358,установка алмазного бурения," 'Добрый день, подскажите, есть ли у вас оборудование для алмазного бурения и сколько стоит аренда на день?'"
1359,1359,металлоискатель,"'Привет, нужен прибор для поиска металла в земле на даче, есть у вас такой в аренду'"
1360,1360,металлоискатель,"  
'Здравствуйте, сколько стоит взять металлоискатель на выходные для поиска монет'"
1361,1361,металлоискатель,"  
'Добрый день, ищу аппарат для обнаружения труб в земле, подойдет ли ваш'"
1362,1362,металлоискатель,"  
'Привет, есть ли у вас в прокате детектор для поиска арматуры в стене'"
1363,1363,металлоискатель,"  
'Здравствуйте, хочу арендовать металлоискатель на день для поиска потерянных ключей'"
1364,1364,металлоискатель,"  
'Добрый вечер, нужен прибор для проверки стен перед сверлением, что посоветуете'"
1365,1365,металлоискатель,"  
'Здравствуйте, сколько стоит взять детектор металла на сутки для стройки'"
1366,1366,металлоискатель,"  
'Привет, есть ли у вас профессиональный металлоискатель для поиска кладов'"
1367,1367,металлоискатель,"  
'Добрый день, подскажите стоимость аренды прибора для поиска проводки в стенах'"
1368,1368,металлоискатель,"  
'Здравствуйте, нужен металлодетектор для поиска старых гвоздей в досках перед шлифовкой'"
1369,1369,домкрат подкатной,"'Добрый день, нужен подкатной домкрат на пару часов, чтобы поднять машину для замены колеса'"
1370,1370,домкрат подкатной,"  
'Здравствуйте, сколько стоит аренда подкатного домкрата на сутки?'"
1371,1371,домкрат подкатной,"  
'Привет, есть ли у вас в наличии домкрат на 3 тонны, нужно поднять авто для ремонта подвески'"
1372,1372,домкрат подкатной,"  
'Добрый вечер, ищу подкатной домкрат для гаража, можно взять на выходные?'"
1373,1373,домкрат подкатной,"  
'Здравствуйте, нужен домкрат, чтобы вытащить машину из ямы, есть у вас такой?'"
1374,1374,домкрат подкатной,"  
'Добрый день, подскажите стоимость аренды подкатного домкрата на 2 дня'"
1375,1375,домкрат подкатной,"  
'Привет, есть ли у вас домкрат с большой высотой подъема? Нужно для внедорожника'"
1376,1376,домкрат подкатной,"  
'Здравствуйте, можно взять в аренду подкатной домкрат на сегодня до вечера?'"
1377,1377,домкрат подкатной,"  
'Добрый день, нужен домкрат для замены ступичного подшипника, что у вас есть?'"
1378,1378,домкрат подкатной,"  
'Привет, сколько стоит взять подкатной домкрат на неделю, и какой залог нужен?'"
1379,1379,коронка по бетону,"'Добрый день, нужна коронка по бетону для сверления отверстий под розетки, есть в наличии?'"
1380,1380,коронка по бетону,"  
'Здравствуйте, сколько стоит аренда коронки по бетону на день?'"
1381,1381,коронка по бетону,"  
'Привет, ищу коронку для бетона диаметром 68 мм, есть такая?'"
1382,1382,коронка по бетону,"  
'Добрый вечер, нужно пробурить несколько отверстий в стене, подойдет коронка по бетону?'"
1383,1383,коронка по бетону,"  
'Здравствуйте, есть ли коронка по бетону с алмазным напылением?'"
1384,1384,коронка по бетону,"  
'Добрый день, интересует коронка для бетона на перфоратор, сколько стоит аренда?'"
1385,1385,коронка по бетону,"  
'Привет, нужно взять коронку по бетону на выходные, какие условия?'"
1386,1386,коронка по бетону,"  
'Здравствуйте, у вас есть коронка по бетону диаметром 100 мм?'"
1387,1387,коронка по бетону,"  
'Добрый день, сколько стоит коронка по бетону в аренду на сутки?'"
1388,1388,коронка по бетону,"  
'Привет, нужна коронка для бетона, чтобы сделать отверстия под трубы, есть в наличии?'"
1389,1389,домкрат бутылочный,"'Добрый день, нужен бутылочный домкрат на пару часов, чтобы поднять машину для замены колеса'"
